Type,Date,Time,Action,Errors,Ruleset ID,Ruleset Name,Rule ID,Rule Name,Destination List IDs,Destination Lists,Signature List ID,IPS Signature,IPS Signature Severity,IPS Signature CVE,Identities,Identity Types,Policy or Ruleset Identity,Policy or Ruleset Identity Type,Forwarding Method,Internal IP,External IP,Source IP,Destination IP,Source Port,Destination Port,Destination,Hostname,Categories,Integrations,Blocked Categories,Application,Application Category,Query Type,Content Type,Protocol,Filename,File Action (Remote Browser Isolation),Total Size in Bytes,Request Size,Response Size,Packet Size,Referrer,User Agent,Status Code,Direction,Threats,Threat Types,SHA256 Hash,Cisco AMP Result,Cisco AMP Disposition,Cisco AMP Score,Antivirus Result,Potentially Unwanted Applications,Other Antivirus Threats,Detected Response File Type,Isolated State,Data Loss Prevention State,Tenant Controls,Request Method,Umbrella Egress IP Address,Umbrella Egress Data Center
dns,2023-05-13,14:52:42,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mqtt-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:52:23,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,az-dn.gw.samsungapps.com,,"Infrastructure and Content Delivery Networks, Science and Technology, Application",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:52:19,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in-odc.samsungapps.com,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Science and Technology, Application, Business and Industry",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:52:03,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,logs.browser-intake-datadoghq.com,,"Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Cloud and Data Centers",,,Datadog,Business Intelligence,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:51:44,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,clients4.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Search Engines and Portals",,,Do Not Decrypt Application,Sample Application Group,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:51:44,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,clients4.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Search Engines and Portals",,,Do Not Decrypt Application,Sample Application Group,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:51:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,papi.walkme.com,,"Software/Technology (Legacy), Business Services (Legacy), Infrastructure and Content Delivery Networks, Application, Business and Industry",,,Digital Adoption Platform,Business Intelligence,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:51:29,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,safebrowsing.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:50:57,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,media.fcok10-2.fna.whatsapp.net,,"Chat (Legacy), Instant Messaging (Legacy), Software/Technology (Legacy), Application, Chat and Instant Messaging",,,WhatsApp,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:50:53,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,chat-e2ee-mini.c10r.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:50:52,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ec.walkme.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry",,,Digital Adoption Platform,Business Intelligence,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:50:28,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:50:03,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,graph.facebook.com,,"Social Networking, Application",,,Facebook for Developers,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:49:46,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,docs.google.com,,"File Storage (Legacy), Application, Online Document Sharing and Collaboration",,,Google Docs,Office Productivity,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:49:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,instantmessaging-pa-jms-ap.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:49:32,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,app-measurement.com,,"Science and Technology, Application",,,Firebase,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:49:29,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,media.fcok10-2.fna.whatsapp.net,,"Chat (Legacy), Instant Messaging (Legacy), Software/Technology (Legacy), Application, Chat and Instant Messaging",,,WhatsApp,Collaboration,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:49:23,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:49:13,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,app-06.engage.jio.com,,"Software/Technology (Legacy), Business Services (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:48:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,safebrowsing.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Do Not Decrypt Application,Sample Application Group,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:48:55,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,media.fcok10-1.fna.whatsapp.net,,"Chat (Legacy), Instant Messaging (Legacy), Software/Technology (Legacy), Application, Chat and Instant Messaging",,,WhatsApp,Collaboration,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:48:51,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,graph.facebook.com,,"Social Networking, Application",,,Facebook for Developers,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:48:49,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,api-iam.intercom.io,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry",,,Intercom,Customer Relationship Management (CRM),A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:48:26,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,app-06.engage.jio.com,,"Software/Technology (Legacy), Business Services (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:48:26,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,app-06.engage.jio.com,,"Software/Technology (Legacy), Business Services (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:48:20,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:48:20,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,instantmessaging-pa.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Do Not Decrypt Application,Sample Application Group,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:48:12,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,s.youtube.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:48:11,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,rr8---sn-gwpa-jv3e.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:48:01,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.youtube.com,,"Search Engines (Legacy), Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:47:56,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,chat.cdn.whatsapp.net,,"Chat (Legacy), Instant Messaging (Legacy), Software/Technology (Legacy), Application, Chat and Instant Messaging",,,WhatsApp,Collaboration,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:47:54,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dgw.c10r.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:47:52,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,youtubei.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:47:49,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,web.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:47:48,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,chat-e2ee-mini.c10r.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:47:43,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,graph.facebook.com,,"Social Networking, Application",,,Facebook for Developers,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:47:42,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,b-graph.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:47:42,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,chat-e2ee-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:47:41,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,api.facebook.com,,"Social Networking, Application",,,Facebook for Developers,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:47:41,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,b-api.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:47:28,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,redirector.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:47:19,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,chat.cdn.whatsapp.net,,"Chat (Legacy), Instant Messaging (Legacy), Software/Technology (Legacy), Application, Chat and Instant Messaging",,,WhatsApp,Collaboration,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:46:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,yt3.ggpht.com,,"Infrastructure and Content Delivery Networks, Application",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:46:23,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ec.walkme.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry",,,Digital Adoption Platform,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:46:14,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,sync.tubemogul.com,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Application, Business and Industry",,,Adobe Dynamic Media,Ad Publishing,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:46:14,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,visitor.omnitagjs.com,,Advertisements,,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:46:14,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,h2.shared.global.fastly.net,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Application",,,Fastly Edge Cloud Platform,Content Delivery Network,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:46:08,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,csp.withgoogle.com,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:46:03,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,rr3---sn-gwpa-jv36.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:45:57,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,yt3.ggpht.com,,"Infrastructure and Content Delivery Networks, Application",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:45:55,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mqtt-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:45:18,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mtalk.google.com,,"Chat (Legacy), Instant Messaging (Legacy), Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Chat and Instant Messaging",,,Google Hangouts,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:45:11,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,android.apis.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:45:10,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,yt4.ggpht.com,,"Infrastructure and Content Delivery Networks, Application",,,Google Secondary Services,Support,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:45:01,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,az-dn.gw.samsungapps.com,,"Infrastructure and Content Delivery Networks, Science and Technology, Application",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:45:01,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,az-dn.gw.samsungapps.com,,"Infrastructure and Content Delivery Networks, Science and Technology, Application",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:45:00,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ureca.samsungapps.com,,"Software/Technology (Legacy), Science and Technology, Cloud and Data Centers",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:45:00,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in-odc.samsungapps.com,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Science and Technology, Application, Business and Industry",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:44:59,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ureca.samsungapps.com,,"Software/Technology (Legacy), Science and Technology, Cloud and Data Centers",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:44:59,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:44:51,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,cpm.vuukle.net,,Advertisements,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:44:46,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,docs.google.com,,"File Storage (Legacy), Application, Online Document Sharing and Collaboration",,,Google Docs,Office Productivity,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:44:39,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,api-iam.intercom.io,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry",,,Intercom,Customer Relationship Management (CRM),AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:44:35,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,accounts.google.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google Accounts,Security,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:44:05,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,541aa234f554e1a0069bb3ffc5064fff.safeframe.googlesyndication.com,,"Search Engines (Legacy), Advertisements, Infrastructure and Content Delivery Networks, Application",,,Google Ads,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:44:02,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,bb17b864546daffc8f4898f1f90a8fd4.safeframe.googlesyndication.com,,"Search Engines (Legacy), Advertisements, Infrastructure and Content Delivery Networks, Application",,,Google Ads,Ad Publishing,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:43:49,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,fastlane.rubiconproject.com,,"Software/Technology (Legacy), Advertisements, Business Services (Legacy), Infrastructure and Content Delivery Networks, Application",,,Rubicon Project Buyers,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:43:27,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ad.turn.com,,"Advertisements, Business Services (Legacy), Infrastructure and Content Delivery Networks, Application",,,Amobee Analyze,Business Intelligence,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:43:25,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.google.co.in,,"Search Engines (Legacy), Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:43:25,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,2e8ea13c4f06e3a44d81f9c1dc6fc331.safeframe.googlesyndication.com,,"Search Engines (Legacy), Advertisements, Infrastructure and Content Delivery Networks, Application",,,Google Ads,Ad Publishing,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:43:25,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.google.com,,"Search Engines (Legacy), Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:43:19,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,hbopenbid.pubmatic.com,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Application, Business and Industry",,,PubMatic Cloud,Ad Publishing,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:43:19,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,hbopenbid.pubmatic.com,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Application, Business and Industry",,,PubMatic Cloud,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:43:18,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,id.hadron.ad.gt,,"Advertisements, Infrastructure and Content Delivery Networks, Application",,,Audigent,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:43:18,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,aax.amazon-adsystem.com,,"Ecommerce/Shopping (Legacy), Advertisements, Infrastructure and Content Delivery Networks, Application, Shopping",,,Amazon Advertising,Ad Publishing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:43:18,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,id.hadron.ad.gt,,"Advertisements, Infrastructure and Content Delivery Networks, Application",,,Audigent,Marketing & Sales,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:43:18,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,aax.amazon-adsystem.com,,"Ecommerce/Shopping (Legacy), Advertisements, Infrastructure and Content Delivery Networks, Application, Shopping",,,Amazon Advertising,Ad Publishing,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:42:55,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,az-dn.gw.samsungapps.com,,"Infrastructure and Content Delivery Networks, Science and Technology, Application",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:42:55,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,az-dn.gw.samsungapps.com,,"Infrastructure and Content Delivery Networks, Science and Technology, Application",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:42:54,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,android.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:42:54,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ureca.samsungapps.com,,"Software/Technology (Legacy), Science and Technology, Cloud and Data Centers",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:42:53,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ureca.samsungapps.com,,"Software/Technology (Legacy), Science and Technology, Cloud and Data Centers",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:42:53,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,settings.data.microsoft.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry, Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:42:53,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in-odc.samsungapps.com,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Science and Technology, Application, Business and Industry",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:42:44,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,6ab669cfb68e92b04af9429ebec0ee94.safeframe.googlesyndication.com,,"Search Engines (Legacy), Advertisements, Infrastructure and Content Delivery Networks, Application",,,Google Ads,Ad Publishing,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:42:25,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:42:07,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,sync.tidaltv.com,,"Software/Technology (Legacy), Advertisements, Infrastructure and Content Delivery Networks, Application",,,Videology Group,Ad Publishing,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:42:07,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,sync.adotmob.com,,"Software/Technology (Legacy), Application, Computers and Internet",,,Adot,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,14:42:03,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ghb-adtelligent-com.geodns.me,,Application,,,Danesco,Hosting Services,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
