Type,Date,Time,Action,Errors,Ruleset ID,Ruleset Name,Rule ID,Rule Name,Destination List IDs,Destination Lists,Signature List ID,IPS Signature,IPS Signature Severity,IPS Signature CVE,Identities,Identity Types,Policy or Ruleset Identity,Policy or Ruleset Identity Type,Forwarding Method,Internal IP,External IP,Source IP,Destination IP,Source Port,Destination Port,Destination,Hostname,Categories,Integrations,Blocked Categories,Application,Application Category,Query Type,Content Type,Protocol,Filename,File Action (Remote Browser Isolation),Total Size in Bytes,Request Size,Response Size,Packet Size,Referrer,User Agent,Status Code,Direction,Threats,Threat Types,SHA256 Hash,Cisco AMP Result,Cisco AMP Disposition,Cisco AMP Score,Antivirus Result,Potentially Unwanted Applications,Other Antivirus Threats,Detected Response File Type,Isolated State,Data Loss Prevention State,Tenant Controls,Request Method,Umbrella Egress IP Address,Umbrella Egress Data Center
dns,2023-05-13,18:31:03,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,self.events.data.microsoft.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry, Computers and Internet",,,Windows Diagnostics Data,IT Service Management,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in.appcenter.ms,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry, Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:57,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,crashlyticsreports-pa.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:56,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,api.samsungcloud.com,,"File Storage (Legacy), Application, Online Storage and Backup",,,Samsung Cloud,Backup & Recovery,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:56,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,firebase-settings.crashlytics.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry",,,Do Not Decrypt Application,Sample Application Group,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:55,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,skyapi.live.net,,"File Storage (Legacy), Search Engines (Legacy), Business Services (Legacy), Application, Business and Industry, Online Storage and Backup, Search Engines and Portals",,,Microsoft 365,Office Productivity,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:55,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,i.ytimg.com,,"Video Sharing (Legacy), Infrastructure and Content Delivery Networks, Application",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:55,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,config.edge.skype.com,,"Chat (Legacy), Instant Messaging (Legacy), Software/Technology (Legacy), Business Services (Legacy), Internet Telephony, Application, Business and Industry, Computers and Internet",,,Skype for Business,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:53,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,app-measurement.com,,"Science and Technology, Application",,,Firebase,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:53,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.youtube.com,,"Search Engines (Legacy), Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:53,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,redirector.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:52,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,suggestqueries.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:52,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,footprints-pa.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:52,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,yt3.ggpht.com,,"Infrastructure and Content Delivery Networks, Application",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:52,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,yt4.ggpht.com,,"Infrastructure and Content Delivery Networks, Application",,,Google Secondary Services,Support,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:30:52,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,play.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:29:29,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,bag.itunes.apple.com,,"Movies (Legacy), Software/Technology (Legacy), Music (Legacy), Podcasts (Legacy), Infrastructure and Content Delivery Networks, Software Updates, Application, Computers and Internet",,,Apple iTunes,Media,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:25:40,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mqtt-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:25:03,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ssl.google-analytics.com,,"Software/Technology (Legacy), Application, Computers and Internet",,,Google Analytics,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:20:38,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mqtt-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:12:47,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mqtt-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:10:15,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,app-measurement.com,,"Science and Technology, Application",,,Firebase,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:09:21,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,graph.facebook.com,,"Social Networking, Application",,,Facebook for Developers,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:07:44,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mqtt-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:05:21,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mtalk.google.com,,"Chat (Legacy), Instant Messaging (Legacy), Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Chat and Instant Messaging",,,Google Hangouts,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,18:02:39,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mqtt-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:59:26,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,app-measurement.com,,"Science and Technology, Application",,,Firebase,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:59:23,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:59:22,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:59:18,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:59:13,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:59:08,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:59:05,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:59:05,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:58:32,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,youtubei.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:58:21,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:57:33,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:57:28,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:57:23,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:57:18,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:57:16,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:57:14,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:57:13,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mercury.akamaized.net,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Application",,,Akamai Intelligent Edge Platform,Content Delivery Network,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:57:13,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:56:19,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.youtube.com,,"Search Engines (Legacy), Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:56:11,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:55:57,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mtalk.google.com,,"Chat (Legacy), Instant Messaging (Legacy), Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Chat and Instant Messaging",,,Google Hangouts,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:55:44,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,redirector.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:55:44,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,rr2---sn-gwpa-jv36.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:55:44,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,rr3---sn-gwpa-jjwe.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:55:11,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:55:10,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ssl.google-analytics.com,,"Software/Technology (Legacy), Application, Computers and Internet",,,Google Analytics,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:54:41,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,inbox.google.com,,"Webmail (Legacy), Application, Web-based Email",,,Inbox By Gmail,Office Productivity,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:54:40,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mqtt-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:54:10,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:54:04,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,rr2---sn-gwpa-jjwe.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:53:52,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,yt3.ggpht.com,,"Infrastructure and Content Delivery Networks, Application",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:53:36,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.google.com,,"Search Engines (Legacy), Search Engines and Portals",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:53:36,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mtalk.google.com,,"Chat (Legacy), Instant Messaging (Legacy), Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Chat and Instant Messaging",,,Google Hangouts,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:53:24,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,licensing.mp.microsoft.com,,"Software/Technology (Legacy), Business Services (Legacy), Infrastructure and Content Delivery Networks, Business and Industry, Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:53:23,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.youtube.com,,"Search Engines (Legacy), Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:53:21,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,bolt.dropbox.com,,"File Storage (Legacy), Application, Online Storage and Backup",,,Dropbox,Cloud Storage,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:53:21,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,brdtest.com,,Uncategorized,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:53:06,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,app-measurement.com,,"Science and Technology, Application",,,Firebase,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:53:06,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,jep-asset.akamaized.net,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Application",,,Akamai Intelligent Edge Platform,Content Delivery Network,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:53:05,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:53:05,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,instantmessaging-pa.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Do Not Decrypt Application,Sample Application Group,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:52:37,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,graph.facebook.com,,"Social Networking, Application",,,Facebook for Developers,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:52:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,clients4.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Search Engines and Portals",,,Do Not Decrypt Application,Sample Application Group,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:51:03,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:50:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:50:53,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:50:51,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mtalk.google.com,,"Chat (Legacy), Instant Messaging (Legacy), Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Chat and Instant Messaging",,,Google Hangouts,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:50:48,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:50:45,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:50:44,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dns.google,,"Proxy/Anonymizer (Legacy), DoH and DoT",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:50:05,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mercury.akamaized.net,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Application",,,Akamai Intelligent Edge Platform,Content Delivery Network,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:50:05,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:49:38,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,graph.facebook.com,,"Social Networking, Application",,,Facebook for Developers,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:49:09,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ssl.google-analytics.com,,"Software/Technology (Legacy), Application, Computers and Internet",,,Google Analytics,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:49:02,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,rr4---sn-gwpa-jjwe.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:48:54,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,youtubei.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:48:54,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,rr2---sn-gwpa-jv3e.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:48:54,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.youtube.com,,"Search Engines (Legacy), Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:48:48,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,yt3.ggpht.com,,"Infrastructure and Content Delivery Networks, Application",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:48:47,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,i.ytimg.com,,"Video Sharing (Legacy), Infrastructure and Content Delivery Networks, Application",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:48:28,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,graph.facebook.com,,"Social Networking, Application",,,Facebook for Developers,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:46:23,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mqtt-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:46:09,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,s.youtube.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:45:41,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mtalk.google.com,,"Chat (Legacy), Instant Messaging (Legacy), Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Chat and Instant Messaging",,,Google Hangouts,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:44:41,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,chat-e2ee-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:44:40,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,edge-mqtt.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:44:18,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mb.resolver.msg.global.xiaomi.net,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Shopping, Cloud and Data Centers",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
